date,hour,predicted_temperature,actual_temperature
2024-01-23,13,19.29438083690789,24.35938415527346
2024-01-23,14,16.786274805048407,22.18868408203128
2024-01-23,15,15.165327467472515,19.916436767578148
2024-01-23,16,14.134704935573305,18.860375976562523
2024-01-23,17,13.408967278116133,17.928628540039085
2024-01-23,18,13.028569461423015,16.391687011718773
2024-01-23,19,13.042039435300286,15.581811523437525
2024-01-23,20,13.210742350263839,14.594750976562525
2024-01-23,21,13.452768643288024,13.867333984375025
2024-01-23,22,13.779069239527352,13.355004882812525
2024-01-23,23,14.377028907095623,12.925256347656273
2024-01-24,0,14.535399854690008,17.16015777587893
